quarter,runway_months,funding_stage,revenue_monthly_k,burn_rate_monthly_k,founder_experience,founder_background,sector,milestones_completed,staff_count,equity_given,outcome
7,3.6,bootstrap,8.47,43.96,10,business,Fintech,1,1,1.9,0
8,22.8,seed,32.08,72.9,12,first_time,Fintech,2,1,21.7,0
3,36.0,angels,181.26,80.22,5,first_time,AI,2,0,11.6,1
8,3.5,bootstrap,0.16,50.68,7,technical,Healthtech,1,1,3.0,0
8,36.0,bootstrap,39.76,40.46,13,business,SaaS,2,1,3.1,1
7,8.0,bootstrap,21.18,55.39,7,first_time,AI,1,0,3.0,0
2,33.4,angels,38.85,58.08,12,business,SaaS,1,1,10.3,0
3,5.7,bootstrap,7.98,28.1,13,business,Fintech,0,1,4.8,1
6,36.0,bootstrap,27.85,20.0,15,business,SaaS,0,2,3.6,1
8,5.0,bootstrap,11.59,26.46,5,business,Fintech,2,1,4.4,0
7,36.0,series_b,54.21,94.4,8,technical,Healthtech,3,2,40.8,1
4,12.1,bootstrap,10.34,37.63,6,first_time,AI,0,0,4.7,0
2,33.1,bootstrap,8.94,20.0,8,business,SaaS,3,0,3.6,0
8,18.5,angels,2.89,46.71,12,technical,Healthtech,3,0,12.5,1
3,36.0,bootstrap,114.23,35.43,5,technical,AI,1,1,0.1,1
3,36.0,series_b,54.54,103.21,4,technical,E-commerce,2,3,41.3,1
8,36.0,series_a,89.68,104.4,5,technical,Healthtech,3,4,34.2,1
5,36.0,angels,53.91,52.78,12,first_time,Fintech,0,1,11.9,1
3,19.6,angels,5.38,36.36,15,technical,SaaS,1,2,13.4,0
1,36.0,angels,189.17,22.73,2,first_time,Healthtech,1,2,13.7,1
4,1.8,bootstrap,13.41,45.31,15,business,SaaS,1,1,3.9,0
8,28.9,bootstrap,5.48,21.96,1,business,Healthtech,1,1,1.9,0
4,1.8,bootstrap,5.85,48.0,8,technical,E-commerce,0,3,4.5,0
6,4.1,bootstrap,13.62,55.96,3,technical,Fintech,2,1,1.5,0
3,36.0,angels,36.8,26.84,15,technical,AI,2,3,14.2,1
7,12.2,bootstrap,12.12,43.31,12,first_time,SaaS,1,2,2.1,0
7,6.1,bootstrap,3.29,54.39,6,technical,SaaS,2,2,1.2,0
5,11.9,angels,2.61,65.29,11,technical,Healthtech,2,0,11.7,0
7,36.0,angels,83.48,20.0,13,first_time,Fintech,2,2,14.0,1
5,36.0,bootstrap,46.6,22.2,4,business,E-commerce,1,0,3.1,1
4,10.0,bootstrap,3.79,20.0,10,first_time,AI,0,0,0.7,0
6,32.0,bootstrap,27.82,42.85,5,business,SaaS,0,1,0.6,1
7,36.0,bootstrap,37.59,41.2,11,first_time,SaaS,2,0,3.4,0
7,36.0,series_a,238.54,39.53,9,business,Healthtech,1,3,31.2,1
2,36.0,series_a,260.72,75.49,11,first_time,Fintech,2,3,31.0,1
6,20.7,angels,37.2,62.01,10,technical,E-commerce,0,1,13.7,0
1,32.9,angels,33.6,52.22,10,technical,AI,0,3,11.6,0
5,36.0,seed,121.9,67.19,2,technical,E-commerce,2,2,20.3,1
5,36.0,seed,76.27,59.53,13,technical,SaaS,1,2,22.1,0
3,35.1,bootstrap,6.24,20.0,3,business,SaaS,0,0,2.8,0
8,5.3,bootstrap,0.26,34.74,6,first_time,Fintech,0,2,3.0,1
8,36.0,angels,134.7,50.78,8,business,Fintech,1,0,10.3,1
1,19.5,angels,21.83,59.23,13,business,SaaS,0,3,12.3,0
2,7.2,bootstrap,9.21,45.45,10,first_time,Fintech,0,0,1.8,1
2,36.0,bootstrap,67.91,36.29,3,first_time,AI,1,0,2.2,1
8,11.5,bootstrap,18.0,51.42,5,first_time,SaaS,1,0,0.2,1
5,13.2,bootstrap,4.43,29.38,3,technical,SaaS,1,1,1.5,0
6,36.0,angels,98.46,28.34,9,first_time,Healthtech,0,3,13.2,1
7,17.4,seed,7.75,72.16,11,technical,SaaS,2,2,20.6,1
7,36.0,angels,217.72,51.9,11,technical,SaaS,1,2,14.8,1
1,4.0,bootstrap,21.81,42.45,12,first_time,SaaS,0,0,5.0,0
2,36.0,bootstrap,40.25,20.0,11,first_time,SaaS,0,3,1.8,1
4,36.0,series_a,136.92,106.86,14,business,Healthtech,3,4,33.4,1
3,36.0,angels,40.77,60.66,14,first_time,Healthtech,0,3,13.2,0
6,4.6,bootstrap,17.2,30.68,5,technical,E-commerce,2,1,0.8,1
2,36.0,bootstrap,23.78,20.97,5,technical,SaaS,1,0,1.9,1
3,22.7,series_a,36.0,96.16,1,business,AI,1,4,34.9,1
2,36.0,seed,96.6,48.47,5,first_time,SaaS,0,2,20.6,0
2,17.6,series_a,23.48,113.92,8,technical,Fintech,3,2,32.9,1
2,33.1,seed,20.18,55.8,10,business,AI,2,2,23.0,0
2,36.0,angels,62.07,75.81,14,business,E-commerce,0,3,10.8,1
5,36.0,angels,116.82,47.23,9,technical,Healthtech,1,3,12.7,0
4,9.1,bootstrap,49.62,58.71,15,first_time,Healthtech,1,0,4.6,1
4,26.2,seed,12.76,53.98,9,business,Healthtech,2,2,20.6,0
4,21.0,angels,23.21,50.28,13,technical,E-commerce,1,2,10.9,1
6,36.0,bootstrap,93.1,47.07,13,technical,Healthtech,0,0,1.3,1
7,36.0,series_a,164.6,89.93,8,first_time,Healthtech,2,3,33.8,1
5,36.0,angels,119.32,66.51,14,first_time,Healthtech,2,1,12.9,0
6,31.2,bootstrap,22.58,27.69,13,technical,Healthtech,1,1,2.5,1
6,36.0,bootstrap,70.25,36.27,5,business,Healthtech,1,1,4.0,0
6,21.5,series_a,20.37,98.73,4,technical,AI,3,2,34.9,1
2,36.0,series_a,55.67,69.42,2,technical,SaaS,1,3,31.0,1
8,36.0,angels,107.94,58.59,14,first_time,Fintech,1,2,14.1,1
2,36.0,series_b,60.33,91.71,7,first_time,E-commerce,2,4,41.9,1
4,36.0,series_a,78.23,83.09,9,business,SaaS,1,3,30.7,0
6,36.0,series_a,49.55,81.27,5,first_time,SaaS,2,4,31.3,1
4,36.0,series_a,36.52,68.18,6,technical,SaaS,1,3,32.0,0
2,36.0,angels,110.03,46.09,7,first_time,Healthtech,1,3,14.5,1
8,36.0,seed,50.64,67.17,9,technical,Healthtech,3,2,22.4,0
1,36.0,angels,51.25,48.46,3,technical,Fintech,2,1,13.1,0
2,36.0,seed,99.51,88.59,12,business,E-commerce,1,3,20.2,0
8,7.8,bootstrap,9.67,50.15,6,first_time,Healthtech,3,1,0.3,0
6,26.7,seed,31.67,69.35,4,technical,Fintech,2,3,24.7,0
1,36.0,series_b,263.37,83.55,1,business,Healthtech,2,4,44.2,1
7,36.0,bootstrap,30.94,22.64,2,first_time,SaaS,0,0,2.4,0
8,36.0,series_b,123.92,124.61,5,business,Fintech,3,3,41.0,1
1,14.0,angels,2.54,34.85,11,technical,E-commerce,1,1,10.2,1
4,21.7,bootstrap,26.66,36.71,13,technical,Fintech,2,1,4.9,0
4,13.5,bootstrap,9.15,40.41,15,technical,E-commerce,1,1,0.0,0
2,36.0,seed,183.86,60.33,5,business,Healthtech,1,2,21.2,1
2,31.4,angels,13.47,34.97,10,first_time,E-commerce,1,1,13.4,0
2,36.0,bootstrap,50.84,23.23,5,technical,Healthtech,0,2,4.7,1
2,36.0,seed,134.89,56.8,3,technical,Healthtech,1,2,20.6,1
4,36.0,bootstrap,52.0,24.36,9,business,AI,2,2,3.9,0
4,36.0,angels,158.44,69.92,10,technical,E-commerce,2,2,11.7,1
2,36.0,series_a,85.93,79.86,12,business,Healthtech,2,4,33.4,1
3,36.0,seed,154.33,57.14,2,technical,Fintech,2,2,20.5,1
2,36.0,seed,186.83,66.6,12,technical,Fintech,0,3,24.3,0
7,36.0,angels,96.99,60.02,5,business,AI,0,3,13.5,1
2,36.0,series_b,56.97,89.83,5,first_time,Fintech,1,3,44.8,1
8,11.2,bootstrap,13.73,48.53,1,technical,AI,0,0,2.5,0
5,36.0,bootstrap,74.2,20.0,4,technical,E-commerce,1,1,4.4,1
7,6.3,bootstrap,27.29,52.57,8,technical,SaaS,0,1,2.7,1
6,36.0,angels,121.27,49.87,3,technical,Healthtech,2,0,12.6,1
3,26.4,seed,19.04,64.28,5,business,E-commerce,1,3,20.5,1
5,36.0,seed,58.02,54.6,8,technical,E-commerce,2,1,24.1,1
3,36.0,bootstrap,27.57,20.0,2,first_time,SaaS,1,0,2.1,1
1,36.0,bootstrap,48.44,20.0,14,business,AI,0,0,3.0,1
3,36.0,seed,61.57,53.56,5,technical,Healthtech,0,4,23.3,1
3,36.0,series_b,123.64,103.82,12,technical,E-commerce,1,3,43.9,1
2,36.0,bootstrap,25.58,20.58,10,business,Fintech,0,1,2.9,0
1,36.0,bootstrap,17.12,20.0,12,business,AI,0,1,3.1,1
8,36.0,bootstrap,24.89,21.36,5,business,Healthtech,2,2,2.6,1
5,36.0,angels,24.37,44.23,3,technical,Healthtech,0,0,13.1,0
4,36.0,bootstrap,28.35,29.82,3,technical,AI,3,0,2.2,0
8,36.0,bootstrap,34.34,33.07,4,first_time,AI,1,0,3.9,1
2,36.0,seed,105.58,80.49,9,first_time,SaaS,0,3,24.1,1
4,5.7,bootstrap,2.12,53.74,10,technical,AI,1,0,2.6,0
7,6.6,angels,1.35,80.08,12,technical,AI,1,1,10.7,1
6,36.0,bootstrap,38.7,20.0,15,first_time,Fintech,0,1,1.9,1
4,36.0,series_a,77.34,67.16,13,business,SaaS,2,4,34.2,1
3,15.5,angels,20.86,60.48,6,business,E-commerce,1,3,14.6,1
1,36.0,bootstrap,105.74,28.19,8,first_time,SaaS,0,2,1.3,0
1,2.3,bootstrap,5.01,47.91,15,business,E-commerce,0,1,4.7,0
2,36.0,seed,54.59,68.11,11,technical,Healthtech,1,1,21.4,1
7,23.6,series_a,33.77,103.69,7,first_time,Fintech,3,3,34.6,0
6,36.0,bootstrap,45.19,50.64,13,technical,SaaS,1,0,4.7,1
4,36.0,bootstrap,60.24,50.92,3,first_time,AI,1,1,2.5,0
7,20.2,bootstrap,12.1,28.82,11,first_time,E-commerce,1,0,4.8,0
2,36.0,seed,44.54,63.54,15,business,Fintech,1,2,22.7,1
2,35.3,series_b,33.39,90.42,8,technical,E-commerce,2,2,41.9,1
4,36.0,angels,44.44,27.41,10,technical,Healthtech,1,2,14.1,1
8,9.2,bootstrap,21.55,57.08,1,technical,Fintech,2,0,0.5,0
5,28.9,seed,37.19,76.18,10,technical,SaaS,2,2,21.1,1
7,36.0,seed,145.42,59.82,5,technical,AI,2,0,21.1,1
2,5.9,bootstrap,26.85,54.57,15,business,Healthtech,0,0,3.1,0
7,36.0,bootstrap,28.17,25.54,5,first_time,AI,0,0,3.5,0
1,36.0,angels,19.44,22.43,5,technical,Healthtech,0,1,14.2,1
2,36.0,seed,191.06,80.11,6,first_time,AI,1,1,24.5,1
5,36.0,seed,313.8,45.82,11,business,AI,1,2,24.4,1
1,36.0,seed,66.4,62.06,15,technical,Fintech,0,3,23.4,1
7,36.0,series_a,125.88,83.09,6,first_time,AI,3,3,34.6,1
7,11.8,bootstrap,6.24,40.78,4,technical,E-commerce,1,1,1.4,0
5,36.0,bootstrap,44.76,47.73,12,first_time,E-commerce,1,0,3.6,1
3,15.3,bootstrap,24.81,43.71,9,first_time,E-commerce,1,2,0.4,0
1,36.0,series_a,57.74,88.25,7,business,Healthtech,1,3,30.6,1
5,36.0,angels,53.4,38.14,15,business,Fintech,1,0,11.1,0
5,24.8,bootstrap,26.19,39.41,8,business,Healthtech,1,2,0.5,0
7,13.2,bootstrap,2.28,20.0,10,first_time,Healthtech,2,0,4.8,0
5,36.0,seed,231.68,88.43,15,first_time,Fintech,0,4,22.3,1
2,36.0,seed,71.57,43.96,4,business,E-commerce,1,3,24.5,1
1,36.0,seed,61.77,59.8,14,first_time,E-commerce,1,3,22.4,1
7,15.9,bootstrap,7.4,20.0,15,business,Fintech,0,1,3.5,0
2,36.0,series_a,97.24,69.05,8,technical,SaaS,3,4,31.6,0
8,27.0,seed,17.15,65.2,6,first_time,E-commerce,2,3,24.8,0
1,36.0,seed,47.95,57.07,3,first_time,Fintech,0,0,20.2,0
6,36.0,seed,86.86,82.16,1,business,E-commerce,2,3,23.5,0
8,36.0,series_a,236.99,83.4,15,first_time,Fintech,3,3,34.8,1
4,20.3,series_b,3.39,88.06,7,business,E-commerce,3,4,43.9,1
1,30.1,angels,22.35,48.0,11,business,Fintech,1,3,14.1,1
8,11.8,angels,11.92,68.3,4,business,Healthtech,2,1,11.5,0
2,36.0,angels,175.79,63.63,5,business,SaaS,0,0,12.3,1
5,36.0,series_a,35.71,62.92,13,technical,Fintech,0,2,30.7,1
8,36.0,seed,35.04,54.79,10,first_time,SaaS,1,3,21.9,1
6,10.5,bootstrap,22.72,42.12,4,first_time,Fintech,1,2,0.0,0
1,2.1,bootstrap,5.31,40.3,1,technical,Healthtech,0,1,3.9,0
7,36.0,series_a,74.02,64.24,13,first_time,E-commerce,2,2,34.8,1
2,36.0,series_a,500.0,91.24,2,business,SaaS,1,4,33.5,1
6,30.9,series_b,21.38,81.64,1,business,Fintech,2,2,44.1,1
5,10.3,angels,2.37,69.56,5,business,Healthtech,1,1,12.6,0
3,14.7,seed,7.66,72.94,14,business,SaaS,2,4,21.0,1
4,36.0,series_a,104.65,63.02,10,first_time,E-commerce,2,3,33.6,1
1,36.0,bootstrap,59.8,27.06,1,first_time,Fintech,0,0,1.5,0
8,8.3,bootstrap,17.01,26.8,14,first_time,SaaS,2,0,2.3,0
2,36.0,series_b,115.65,97.4,15,technical,SaaS,3,3,44.5,1
3,20.7,bootstrap,11.27,31.94,11,technical,E-commerce,0,0,1.9,0
5,36.0,angels,34.7,32.82,2,first_time,AI,1,1,11.4,1
6,36.0,seed,178.25,44.09,1,first_time,Healthtech,3,2,20.2,1
5,36.0,seed,77.11,73.24,14,first_time,E-commerce,3,3,23.5,1
5,36.0,bootstrap,83.31,39.29,13,technical,Fintech,1,1,1.1,0
5,36.0,seed,125.74,66.58,13,technical,SaaS,2,2,23.2,1
7,36.0,bootstrap,38.31,39.06,8,business,Fintech,0,0,1.8,1
4,36.0,series_a,154.65,70.72,9,technical,SaaS,3,4,33.9,1
7,36.0,bootstrap,38.01,37.76,3,first_time,E-commerce,2,0,4.4,0
7,36.0,seed,155.2,103.08,1,business,Fintech,3,3,21.2,1
8,23.6,seed,29.03,82.62,4,technical,Fintech,2,4,24.0,0
8,8.8,bootstrap,12.47,30.67,10,first_time,SaaS,0,1,0.8,0
7,36.0,bootstrap,39.85,27.15,7,business,SaaS,0,0,0.7,0
2,36.0,seed,218.38,22.09,10,business,Healthtech,1,2,22.1,1
7,2.3,bootstrap,14.9,51.03,7,first_time,AI,1,0,1.6,0
6,3.7,bootstrap,9.58,46.8,9,first_time,E-commerce,1,0,4.9,0
3,23.4,angels,7.01,41.84,15,technical,Healthtech,1,1,14.0,1
6,32.0,series_b,12.42,73.52,10,business,E-commerce,3,3,44.5,1
3,36.0,angels,50.58,32.67,15,first_time,SaaS,0,2,10.7,1
5,18.9,angels,15.86,56.67,15,technical,SaaS,2,2,13.6,1
7,36.0,series_b,353.02,93.66,10,business,Fintech,3,1,43.0,1
2,16.7,angels,9.32,60.37,15,business,E-commerce,1,1,10.5,1
3,36.0,angels,35.15,51.3,4,business,AI,1,0,14.0,0
7,36.0,angels,77.75,64.5,8,business,SaaS,2,3,14.3,1
4,10.3,bootstrap,11.35,40.54,2,technical,Fintech,0,1,4.6,1
8,12.6,bootstrap,14.02,47.43,2,technical,Healthtech,1,0,4.7,1
1,36.0,seed,348.87,33.65,2,business,E-commerce,1,4,20.5,1
6,27.4,bootstrap,3.37,20.0,3,first_time,Healthtech,3,1,4.4,1
7,36.0,seed,76.86,59.53,7,first_time,AI,3,3,24.7,1
8,8.9,bootstrap,11.86,51.19,11,first_time,Fintech,3,1,3.5,0
2,8.0,angels,10.8,78.21,15,first_time,AI,0,1,10.9,0
8,36.0,bootstrap,77.33,32.54,15,technical,SaaS,0,2,2.0,1
4,36.0,angels,57.81,40.83,3,business,AI,1,2,10.5,1
3,36.0,seed,23.85,35.68,7,first_time,Healthtech,3,2,20.0,0
3,33.3,angels,39.31,62.95,7,technical,SaaS,1,0,14.6,1
6,36.0,bootstrap,39.61,26.75,2,first_time,Fintech,2,1,4.9,0
6,4.3,bootstrap,14.7,79.38,1,business,E-commerce,1,2,4.6,0
4,36.0,series_a,59.88,68.91,6,first_time,Healthtech,1,4,31.3,1
1,2.7,bootstrap,21.62,66.58,13,business,Healthtech,0,1,3.1,1
8,19.1,seed,27.41,76.23,6,business,Fintech,2,3,22.5,1
2,14.4,bootstrap,0.54,20.0,6,technical,Fintech,0,1,2.5,0
1,36.0,bootstrap,67.75,38.48,15,business,SaaS,0,1,2.1,1
5,14.5,seed,4.58,76.57,6,business,Healthtech,0,2,24.7,0
4,36.0,angels,53.12,46.62,11,business,E-commerce,1,2,14.0,0
5,1.7,bootstrap,3.33,47.57,15,business,Healthtech,1,0,4.2,1
8,21.9,series_b,17.26,107.24,2,business,AI,2,2,40.2,1
1,3.6,bootstrap,19.25,43.95,8,technical,E-commerce,0,1,2.1,0
3,23.1,angels,13.8,49.75,6,business,Fintech,1,0,13.0,0
5,36.0,angels,106.34,32.38,2,technical,AI,2,3,13.3,1
7,23.3,angels,15.4,48.85,1,first_time,SaaS,2,0,14.5,0
5,36.0,seed,182.8,67.64,10,technical,SaaS,2,4,20.8,1
4,36.0,bootstrap,50.46,20.0,10,technical,AI,0,2,0.5,1
5,36.0,series_b,437.71,97.54,9,technical,Fintech,2,4,44.5,1
8,36.0,seed,82.64,63.55,11,technical,Fintech,2,4,22.5,1
4,36.0,series_b,355.38,75.55,11,business,SaaS,2,4,42.7,1
8,26.5,series_a,24.35,75.0,1,business,Healthtech,3,2,34.5,1
7,36.0,series_b,266.47,90.32,1,first_time,Healthtech,1,4,43.7,1
3,18.1,seed,28.78,93.95,6,business,AI,1,3,23.7,0
2,36.0,angels,117.31,53.3,9,first_time,AI,0,1,10.9,0
7,36.0,angels,69.85,65.54,14,technical,Healthtech,0,1,13.1,0
2,36.0,seed,70.52,63.23,15,technical,E-commerce,1,3,22.3,1
3,36.0,angels,59.24,21.89,13,first_time,AI,2,3,13.1,1
2,36.0,seed,84.61,75.09,5,technical,Fintech,1,2,22.9,1
5,19.9,bootstrap,7.56,25.13,9,first_time,AI,0,2,0.1,0
3,36.0,series_a,114.8,74.97,2,technical,SaaS,2,3,31.7,1
6,36.0,bootstrap,83.47,20.0,8,technical,Fintech,2,0,2.3,1
8,36.0,series_b,132.75,96.09,2,technical,AI,3,4,42.5,0
7,3.6,bootstrap,3.8,50.98,15,first_time,E-commerce,2,1,0.5,0
8,36.0,bootstrap,52.79,48.99,7,first_time,Healthtech,1,0,4.5,0
1,20.1,series_a,34.55,103.79,11,first_time,SaaS,1,3,31.7,0
4,36.0,series_a,150.09,105.92,2,technical,Healthtech,1,4,32.4,1
2,36.0,seed,6.14,34.31,15,business,Fintech,2,2,23.3,0
8,36.0,series_b,56.33,77.1,8,first_time,E-commerce,3,4,43.6,1
6,14.4,bootstrap,0.68,20.0,2,business,SaaS,0,1,1.9,0
3,36.0,series_a,97.44,89.48,6,business,Fintech,3,1,30.6,1
5,36.0,angels,40.39,39.6,4,business,SaaS,0,1,11.0,0
5,36.0,angels,42.59,42.66,2,business,SaaS,2,0,10.8,1
4,36.0,angels,94.38,46.75,1,first_time,Healthtech,1,1,11.2,0
4,11.7,bootstrap,13.22,40.74,11,business,E-commerce,0,0,3.0,1
1,36.0,angels,18.61,27.72,14,technical,Fintech,1,2,12.7,0
4,23.0,seed,4.03,46.12,10,technical,Healthtech,2,0,20.8,1
3,12.2,bootstrap,21.91,35.02,11,first_time,AI,0,2,3.4,1
7,36.0,series_b,219.7,112.98,1,business,Fintech,2,3,40.3,1
7,36.0,angels,135.72,49.62,3,technical,SaaS,2,2,14.5,1
7,2.6,bootstrap,2.86,23.13,1,business,SaaS,1,0,2.8,0
1,36.0,seed,11.78,32.78,15,first_time,Healthtech,2,1,23.0,1
7,11.8,bootstrap,7.82,49.29,12,business,AI,0,1,1.4,0
4,36.0,bootstrap,61.19,23.96,15,first_time,E-commerce,3,0,2.6,1
4,36.0,seed,41.57,47.79,14,business,SaaS,2,1,22.1,1
8,36.0,bootstrap,28.15,20.0,4,business,SaaS,3,1,4.8,1
7,16.9,bootstrap,7.65,20.0,8,first_time,Healthtech,1,0,0.4,0
1,36.0,seed,94.83,50.58,10,first_time,Healthtech,1,2,22.3,0
3,12.0,bootstrap,0.28,31.42,12,technical,SaaS,1,0,4.0,0
6,36.0,series_a,90.73,61.87,11,business,SaaS,2,4,32.7,1
5,21.2,seed,11.29,67.79,7,business,Fintech,1,3,22.8,1
3,36.0,bootstrap,78.03,31.3,1,first_time,SaaS,0,1,4.6,1
5,7.9,angels,14.59,83.33,15,first_time,Fintech,2,1,11.9,1
7,3.4,bootstrap,2.85,20.0,11,business,Healthtech,1,0,0.0,0
2,36.0,seed,166.08,67.42,13,business,SaaS,1,3,24.6,1
6,6.7,bootstrap,2.95,37.61,4,first_time,Fintech,1,0,0.2,0
6,36.0,series_b,57.61,79.54,2,technical,SaaS,2,3,44.0,1
8,36.0,bootstrap,78.19,36.43,14,business,E-commerce,2,1,0.7,1
3,36.0,seed,53.81,76.54,13,first_time,SaaS,1,4,20.1,1
2,36.0,bootstrap,44.95,36.45,13,first_time,Fintech,1,0,1.8,1
5,9.0,bootstrap,2.65,55.77,7,technical,SaaS,3,0,4.3,1
5,36.0,angels,19.67,20.0,14,business,Healthtech,1,2,10.2,1
4,36.0,angels,104.23,37.37,4,business,AI,2,3,11.3,1
7,20.2,series_b,24.04,117.13,12,first_time,SaaS,2,4,41.4,1
7,7.6,bootstrap,5.14,48.68,8,technical,AI,1,0,0.5,0
2,9.2,bootstrap,4.59,43.11,3,technical,E-commerce,1,0,0.5,0
7,36.0,angels,300.14,68.5,11,first_time,Healthtech,0,2,14.5,1
2,36.0,angels,56.34,21.25,6,technical,AI,1,1,13.5,1
4,21.4,series_a,28.89,91.93,3,business,SaaS,3,3,31.6,1
1,36.0,series_a,153.8,95.97,11,first_time,E-commerce,2,3,31.2,1
3,36.0,series_a,56.19,70.12,12,technical,E-commerce,1,4,30.2,1
8,0.9,bootstrap,2.46,74.44,5,first_time,AI,2,1,1.8,0
4,36.0,angels,115.24,52.95,15,technical,Fintech,0,3,11.5,1
6,36.0,seed,132.22,32.11,11,first_time,AI,3,3,24.6,1
1,36.0,bootstrap,39.85,40.72,1,first_time,Fintech,0,1,1.1,1
6,33.4,seed,19.45,54.2,6,first_time,E-commerce,2,2,22.0,1
3,8.7,bootstrap,35.55,52.47,15,first_time,Healthtech,2,0,3.4,1
6,16.0,bootstrap,13.02,43.22,3,business,Fintech,1,1,1.6,0
8,36.0,series_a,95.0,71.03,15,technical,Fintech,2,4,33.9,0
5,36.0,bootstrap,72.21,57.54,8,business,Healthtech,0,0,3.6,1
1,36.0,series_b,306.33,109.09,11,business,SaaS,1,3,40.2,1
4,36.0,bootstrap,21.33,22.58,11,technical,SaaS,2,2,4.3,0
1,24.0,bootstrap,16.03,32.72,8,business,SaaS,0,0,1.8,0
4,10.3,bootstrap,30.74,42.75,8,technical,E-commerce,0,1,0.5,0
1,36.0,bootstrap,46.24,29.54,9,business,SaaS,1,0,3.5,1
6,36.0,angels,73.16,44.98,10,first_time,Healthtech,2,2,13.7,0
3,4.8,bootstrap,13.66,35.55,12,first_time,E-commerce,1,1,0.4,0
2,27.8,seed,7.33,49.01,7,first_time,Fintech,1,3,21.8,0
1,36.0,series_a,75.11,46.51,7,technical,Healthtech,2,2,34.5,1
8,13.2,angels,1.25,53.59,12,first_time,E-commerce,1,2,13.3,0
7,8.2,bootstrap,4.14,20.0,12,technical,Fintech,1,0,2.7,1
7,36.0,angels,77.32,35.1,10,first_time,Fintech,2,4,12.5,0
1,36.0,seed,66.01,38.43,7,first_time,AI,0,3,23.0,1
3,36.0,angels,43.64,25.27,9,business,Healthtech,2,2,13.3,1
8,12.0,bootstrap,20.14,41.4,9,first_time,Healthtech,2,1,0.3,0
5,36.0,angels,48.78,46.67,7,first_time,Healthtech,1,3,11.7,1
2,36.0,angels,66.73,46.12,3,technical,Fintech,0,1,12.6,1
2,36.0,bootstrap,47.78,20.0,9,first_time,Healthtech,0,1,3.7,1
3,36.0,bootstrap,51.51,25.16,7,business,AI,0,1,3.7,1
8,36.0,series_b,65.31,100.65,1,first_time,Healthtech,2,3,43.0,1
2,9.9,bootstrap,8.18,34.22,15,first_time,SaaS,1,2,2.9,0
8,36.0,bootstrap,64.61,47.34,11,technical,E-commerce,1,0,1.8,1
6,11.1,bootstrap,6.6,49.48,2,business,E-commerce,0,0,4.2,1
8,36.0,angels,226.02,46.22,4,first_time,SaaS,3,2,14.6,1
7,36.0,angels,141.88,22.22,9,technical,Healthtech,1,1,14.2,1
3,36.0,bootstrap,13.29,23.65,13,technical,E-commerce,0,2,4.4,0
7,36.0,angels,88.35,48.53,8,business,Fintech,2,1,14.5,1
2,36.0,seed,231.74,53.35,13,business,AI,3,3,21.0,1
3,8.6,bootstrap,1.52,20.0,2,technical,SaaS,1,1,2.6,0
2,36.0,series_a,112.59,81.05,8,business,Fintech,2,2,32.7,1
2,13.0,bootstrap,45.78,71.45,13,business,Healthtech,0,1,2.4,0
1,36.0,bootstrap,47.09,27.68,13,business,Healthtech,0,0,4.2,1
2,25.4,series_b,13.46,94.96,4,technical,SaaS,1,4,41.6,0
1,36.0,series_a,117.39,60.32,11,business,Fintech,2,3,30.8,1
4,2.2,bootstrap,3.44,53.65,1,business,SaaS,1,2,1.4,0
1,36.0,series_a,153.52,93.12,3,business,SaaS,1,3,30.7,1
1,11.2,angels,5.87,62.09,14,first_time,AI,0,2,12.0,0
8,8.2,bootstrap,17.45,55.4,12,business,Healthtech,2,0,0.6,0
1,36.0,series_a,70.94,73.59,4,first_time,Fintech,0,3,30.4,1
1,36.0,seed,30.96,60.46,15,business,SaaS,0,3,22.3,0
1,9.3,bootstrap,11.2,60.65,15,first_time,E-commerce,0,0,3.0,0
2,17.4,seed,14.84,74.49,1,first_time,AI,0,4,23.0,0
5,36.0,angels,22.65,20.0,1,business,SaaS,1,2,10.5,0
7,36.0,bootstrap,53.28,41.82,4,first_time,AI,0,1,4.9,1
6,36.0,series_b,500.0,86.27,12,first_time,SaaS,3,4,40.6,1
5,11.4,angels,13.53,63.47,9,technical,Fintech,2,3,13.3,1
1,36.0,angels,339.7,56.12,8,technical,E-commerce,2,1,14.4,1
7,36.0,angels,212.07,23.89,7,business,Fintech,3,2,14.4,1
1,36.0,angels,71.91,54.03,8,technical,Healthtech,0,2,12.6,1
6,36.0,bootstrap,37.71,38.16,10,technical,AI,2,2,1.4,1
4,18.5,series_b,6.15,100.45,1,technical,SaaS,3,2,44.1,0
8,36.0,seed,69.92,73.63,9,technical,E-commerce,2,2,23.1,1
3,30.9,seed,56.04,87.44,4,first_time,Healthtech,0,3,24.0,1
6,25.7,angels,21.68,56.21,12,business,Fintech,2,2,12.0,1
4,36.0,bootstrap,75.08,35.34,3,technical,E-commerce,0,2,4.6,1
5,6.2,bootstrap,27.93,52.22,2,technical,E-commerce,1,1,4.6,0
8,36.0,angels,265.46,83.64,7,business,SaaS,2,2,13.7,1
6,2.9,bootstrap,3.27,48.73,7,business,E-commerce,0,0,4.7,1
4,36.0,seed,94.02,68.09,8,first_time,AI,1,2,22.3,1
4,36.0,series_a,50.52,86.49,13,business,Fintech,2,4,31.0,1
6,36.0,bootstrap,53.02,38.84,11,business,E-commerce,3,1,3.3,0
3,2.5,bootstrap,7.08,35.28,6,business,E-commerce,0,0,3.3,0
2,36.0,seed,190.48,97.48,11,business,E-commerce,0,3,22.5,0
